jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,element_code,year,state,state_abbrev
679,442,263,161,6,0,0,0,5,129,405,828,25,2000,South Carolina,SC
685,398,413,93,17,0,0,0,9,171,215,426,25,2001,South Carolina,SC
578,491,315,40,35,0,0,0,0,75,407,650,25,2002,South Carolina,SC
734,523,285,144,22,0,0,0,4,124,222,686,25,2003,South Carolina,SC
691,588,279,117,4,0,0,0,3,74,276,611,25,2004,South Carolina,SC
556,477,408,156,45,0,0,0,0,88,300,654,25,2005,South Carolina,SC
476,525,349,56,31,0,0,0,5,158,337,451,25,2006,South Carolina,SC
539,563,246,148,27,0,0,0,0,48,355,424,25,2007,South Carolina,SC
668,417,346,131,29,0,0,0,2,160,449,457,25,2008,South Carolina,SC
660,519,359,131,16,0,0,0,2,144,299,637,25,2009,South Carolina,SC
764,671,412,77,6,0,0,0,0,101,345,835,25,2010,South Carolina,SC
763,420,316,70,14,0,0,0,0,163,308,461,25,2011,South Carolina,SC
541,417,152,84,8,0,0,0,2,115,432,438,25,2012,South Carolina,SC
489,527,523,120,41,0,0,0,2,104,417,485,25,2013,South Carolina,SC
797,479,473,101,13,0,0,0,0,93,478,504,25,2014,South Carolina,SC
672,678,299,75,11,0,0,0,2,124,243,262,25,2015,South Carolina,SC
693,490,206,103,22,0,0,0,0,69,296,512,25,2016,South Carolina,SC
456,293,322,46,15,0,0,0,2,75,333,547,25,2017,South Carolina,SC
766,253,419,170,4,0,0,0,0,66,409,525,25,2018,South Carolina,SC
586,357,361,86,3,0,0,0,0,45,427,471,25,2019,South Carolina,SC
490,412,209,123,43,0,0,0,3,62,211,611,25,2020,South Carolina,SC
606,509,270,126,30,0,0,0,3,65,411,353,25,2021,South Carolina,SC
677,388,268,122,8,0,0,0,2,169,268,600,25,2022,South Carolina,SC
480,278,284,102,45,2,0,0,1,111,338,503,25,2023,South Carolina,SC
615,413,260,78,8,0,0,0,0,93,202,553,25,2024,South Carolina,SC
774,386,271,50,19,0,0,0,2,124,297,564,25,2025,South Carolina,SC
1666,1197,1013,753,388,65,30,40,137,469,1054,1157,25,1997,South Dakota,SD
1387,908,1168,551,212,156,20,21,79,492,862,1211,25,1998,South Dakota,SD
1460,916,894,593,292,103,19,26,242,518,666,1136,25,1999,South Dakota,SD
1354,952,786,588,242,107,21,15,153,450,1211,1684,25,2000,South Dakota,SD
1338,1451,1126,555,251,86,14,15,159,529,694,1240,25,2001,South Dakota,SD
1257,985,1299,589,394,42,5,31,142,769,929,1163,25,2002,South Dakota,SD
1394,1275,997,520,329,122,16,10,199,415,1070,1182,25,2003,South Dakota,SD
1485,1187,812,508,300,146,37,77,127,488,842,1178,25,2004,South Dakota,SD
1483,996,942,492,340,61,14,28,91,479,832,1400,25,2005,South Dakota,SD
1017,1169,989,442,248,55,6,21,268,619,922,1161,25,2006,South Dakota,SD
1415,1388,778,651,198,60,10,22,141,436,895,1427,25,2007,South Dakota,SD
1516,1303,1037,690,373,116,22,26,179,539,912,1554,25,2008,South Dakota,SD
1503,1133,1033,664,294,126,65,59,144,772,741,1565,25,2009,South Dakota,SD
1552,1385,870,456,334,87,25,14,202,413,957,1442,25,2010,South Dakota,SD
1612,1330,1116,646,362,101,8,21,197,418,899,1175,25,2011,South Dakota,SD
1230,1087,555,438,231,39,3,24,144,597,890,1330,25,2012,South Dakota,SD
1401,1184,1153,834,306,97,28,22,91,608,980,1581,25,2013,South Dakota,SD
1471,1421,1098,625,307,108,48,39,180,457,1167,1257,25,2014,South Dakota,SD
1318,1294,825,509,344,68,29,39,90,415,839,1232,25,2015,South Dakota,SD
1398,975,779,555,282,35,21,28,143,422,686,1482,25,2016,South Dakota,SD
1434,968,910,556,310,64,11,63,149,518,903,1332,25,2017,South Dakota,SD
1454,1448,1034,850,165,50,27,37,152,663,1079,1243,25,2018,South Dakota,SD
1463,1597,1196,618,443,84,26,49,125,740,1010,1276,25,2019,South Dakota,SD
1389,1169,879,674,346,40,18,17,181,716,791,1156,25,2020,South Dakota,SD
1209,1462,799,630,318,30,14,19,106,422,806,1221,25,2021,South Dakota,SD
1433,1263,981,737,306,65,13,15,103,484,1040,1514,25,2022,South Dakota,SD
1425,1235,1246,674,188,53,37,21,100,521,832,1037,25,2023,South Dakota,SD
1503,898,921,549,285,75,23,29,67,359,899,1195,25,2024,South Dakota,SD
1488,1371,796,582,274,67,22,28,105,379,821,1238,25,2025,South Dakota,SD
863,562,394,360,153,10,0,0,25,243,631,807,25,1997,Tennessee,TN
701,576,521,253,36,0,0,0,5,157,428,670,25,1998,Tennessee,TN
719,568,626,145,78,0,0,0,28,230,372,728,25,1999,Tennessee,TN
843,550,406,296,41,0,0,0,25,168,541,1061,25,2000,Tennessee,TN
950,568,631,149,63,7,0,0,45,278,368,637,25,2001,Tennessee,TN
764,684,522,155,103,0,0,0,7,170,588,789,25,2002,Tennessee,TN
1014,740,437,189,68,11,0,0,38,227,372,810,25,2003,Tennessee,TN
869,714,402,244,29,2,0,3,25,134,365,813,25,2004,Tennessee,TN
696,579,561,227,119,0,0,0,10,203,437,885,25,2005,Tennessee,TN
630,740,487,112,91,3,0,0,48,287,498,670,25,2006,Tennessee,TN
767,810,306,297,44,0,0,0,8,127,503,635,25,2007,Tennessee,TN
885,635,511,241,94,0,0,0,15,240,593,758,25,2008,Tennessee,TN
919,635,466,244,69,0,0,0,19,283,433,839,25,2009,Tennessee,TN
994,874,556,156,37,0,0,0,14,209,456,998,25,2010,Tennessee,TN
960,611,458,153,78,0,0,0,37,269,422,685,25,2011,Tennessee,TN
704,573,229,174,27,2,0,0,30,269,575,607,25,2012,Tennessee,TN
744,677,691,254,89,0,0,0,19,200,605,761,25,2013,Tennessee,TN
1083,745,618,209,58,0,0,0,18,188,679,686,25,2014,Tennessee,TN
895,939,505,173,48,0,0,0,17,197,354,441,25,2015,Tennessee,TN
933,631,368,185,86,0,0,0,5,107,375,747,25,2016,Tennessee,TN
633,461,446,113,66,3,0,0,30,172,455,788,25,2017,Tennessee,TN
996,469,528,363,17,0,0,0,0,167,614,690,25,2018,Tennessee,TN
793,515,564,189,27,3,0,0,0,153,623,616,25,2019,Tennessee,TN
690,604,347,292,108,3,0,0,23,180,395,790,25,2020,Tennessee,TN
784,767,376,271,103,0,0,0,26,125,583,468,25,2021,Tennessee,TN
911,645,429,258,39,0,0,0,28,283,478,749,25,2022,Tennessee,TN
635,465,460,225,75,9,0,0,17,171,451,644,25,2023,Tennessee,TN
933,488,394,164,37,0,0,0,14,158,316,685,25,2024,Tennessee,TN
997,607,392,130,69,0,0,0,16,166,429,726,25,2025,Tennessee,TN
548,371,180,139,11,0,0,0,0,49,323,527,25,1997,Texas,TX
389,336,275,87,0,0,0,0,0,28,176,437,25,1998,Texas,TX
396,216,223,39,5,0,0,0,1,50,155,421,25,1999,Texas,TX
389,212,145,57,0,0,0,0,0,34,335,635,25,2000,Texas,TX
586,312,335,33,1,0,0,0,3,69,168,398,25,2001,Texas,TX
444,449,267,25,4,0,0,0,1,67,301,446,25,2002,Texas,TX
551,417,240,45,1,0,0,0,4,36,175,426,25,2003,Texas,TX
437,441,138,61,1,0,0,0,1,20,215,460,25,2004,Texas,TX
393,310,237,67,7,0,0,0,0,46,166,481,25,2005,Texas,TX
327,369,146,14,0,0,0,0,4,43,194,423,25,2006,Texas,TX
604,388,133,108,7,0,0,0,0,28,188,399,25,2007,Texas,TX
520,288,203,60,2,0,0,0,5,58,208,451,25,2008,Texas,TX
471,235,185,66,5,0,0,0,4,79,200,601,25,2009,Texas,TX
576,545,288,57,3,0,0,0,0,42,212,426,25,2010,Texas,TX
559,382,146,17,3,0,0,0,1,43,204,472,25,2011,Texas,TX
386,306,111,18,1,0,0,0,1,57,180,351,25,2012,Texas,TX
450,308,247,95,6,0,0,0,0,45,309,554,25,2013,Texas,TX
580,417,299,58,6,0,0,0,1,20,340,367,25,2014,Texas,TX
583,429,250,40,8,0,0,0,0,24,193,331,25,2015,Texas,TX
512,265,149,46,8,0,0,0,0,13,122,386,25,2016,Texas,TX
369,170,111,37,7,0,0,0,1,44,141,457,25,2017,Texas,TX
609,313,142,104,0,0,0,0,1,54,330,431,25,2018,Texas,TX
495,313,262,62,6,0,0,0,0,61,301,379,25,2019,Texas,TX
378,366,107,64,3,0,0,0,4,59,141,427,25,2020,Texas,TX
465,522,173,78,9,0,0,0,0,19,216,161,25,2021,Texas,TX
523,473,229,26,0,0,0,0,0,47,265,386,25,2022,Texas,TX
356,300,155,67,1,0,0,0,0,31,226,346,25,2023,Texas,TX
578,223,155,32,1,0,0,0,0,7,126,282,25,2024,Texas,TX
606,329,118,27,4,0,0,0,0,11,110,311,25,2025,Texas,TX
1211,1055,805,729,311,143,52,38,189,564,880,1254,25,1997,Utah,UT
1077,974,908,691,419,269,17,32,156,584,849,1227,25,1998,Utah,UT
1084,932,795,755,463,173,29,46,248,467,686,1163,25,1999,Utah,UT
1081,854,875,496,301,118,14,19,200,550,1112,1128,25,2000,Utah,UT
1256,991,792,611,279,118,19,20,119,473,813,1292,25,2001,Utah,UT
1283,1090,985,557,370,101,7,41,209,626,930,1119,25,2002,Utah,UT
950,1017,828,631,336,148,6,22,198,383,995,1088,25,2003,Utah,UT
1324,1099,687,564,359,140,31,71,232,550,910,1111,25,2004,Utah,UT
1056,957,880,632,373,220,17,53,221,506,831,1162,25,2005,Utah,UT
1125,1016,941,561,299,95,12,51,277,605,853,1167,25,2006,Utah,UT
1357,918,736,560,316,98,8,24,202,542,776,1276,25,2007,Utah,UT
1351,1031,961,751,453,166,19,35,207,514,759,1207,25,2008,Utah,UT
1144,961,883,656,323,214,30,61,137,675,816,1362,25,2009,Utah,UT
1173,1010,879,677,550,162,28,54,157,474,952,1055,25,2010,Utah,UT
1242,1056,873,741,529,203,34,28,157,517,920,1207,25,2011,Utah,UT
1089,975,736,525,335,100,20,20,151,512,744,1176,25,2012,Utah,UT
1413,1102,823,688,361,94,15,32,192,622,828,1316,25,2013,Utah,UT
1130,885,800,621,331,153,17,74,150,426,869,1054,25,2014,Utah,UT
1034,767,673,588,404,63,51,38,121,376,953,1218,25,2015,Utah,UT
1215,915,770,550,400,65,20,38,200,435,721,1220,25,2016,Utah,UT
1283,866,670,655,374,91,11,31,227,607,717,1109,25,2017,Utah,UT
1018,971,866,569,306,93,8,28,120,587,951,1208,25,2018,Utah,UT
1209,1070,899,577,494,181,21,27,186,769,848,1155,25,2019,Utah,UT
1132,1016,808,605,299,162,21,11,154,466,832,1187,25,2020,Utah,UT
1154,977,870,611,339,49,7,43,142,566,709,1084,25,2021,Utah,UT
1141,1046,815,658,431,118,11,25,99,475,1020,1180,25,2022,Utah,UT
1239,1108,1088,711,297,188,14,35,176,506,821,1020,25,2023,Utah,UT
1139,926,889,585,468,68,17,28,120,351,953,1005,25,2024,Utah,UT
1264,906,798,586,307,81,17,25,135,511,663,848,25,2025,Utah,UT
1504,1158,1234,801,528,93,66,98,284,651,983,1292,25,1997,Vermont,VT
1329,1082,1034,644,224,108,48,63,217,560,874,1098,25,1998,Vermont,VT
1477,1185,1112,702,296,47,16,88,147,664,757,1207,25,1999,Vermont,VT
1535,1227,948,746,365,141,86,91,281,593,899,1488,25,2000,Vermont,VT
1445,1257,1220,742,317,81,79,27,229,524,784,1078,25,2001,Vermont,VT
1217,1134,1078,635,475,134,34,39,148,674,968,1331,25,2002,Vermont,VT
1706,1411,1138,797,398,110,34,33,199,638,841,1326,25,2003,Vermont,VT
1777,1323,1022,696,310,165,45,73,202,598,895,1335,25,2004,Vermont,VT
1573,1224,1226,635,496,32,16,36,146,527,827,1341,25,2005,Vermont,VT
1197,1213,1105,651,332,86,12,89,256,630,727,1057,25,2006,Vermont,VT
1389,1447,1203,775,358,85,62,70,187,421,964,1334,25,2007,Vermont,VT
1332,1233,1202,590,454,71,29,96,197,639,899,1294,25,2008,Vermont,VT
1660,1230,1081,644,378,144,70,48,271,675,759,1324,25,2009,Vermont,VT
1379,1156,895,554,276,106,11,57,179,602,889,1359,25,2010,Vermont,VT
1514,1316,1151,685,278,103,17,51,139,529,736,1137,25,2011,Vermont,VT
1329,1088,798,660,237,97,20,35,228,476,944,1152,25,2012,Vermont,VT
1419,1209,1092,712,304,105,10,78,252,523,987,1339,25,2013,Vermont,VT
1553,1342,1420,722,349,90,35,91,220,477,939,1165,25,2014,Vermont,VT
1620,1660,1309,749,209,152,37,41,107,631,763,912,25,2015,Vermont,VT
1355,1142,960,791,337,101,25,31,159,525,838,1256,25,2016,Vermont,VT
1230,1088,1270,583,401,114,52,90,141,366,947,1442,25,2017,Vermont,VT
1494,1093,1131,858,262,147,12,23,143,622,1036,1283,25,2018,Vermont,VT
1537,1274,1195,700,429,135,14,70,241,538,1058,1280,25,2019,Vermont,VT
1274,1180,977,775,376,87,3,59,233,561,799,1157,25,2020,Vermont,VT
1369,1280,1042,644,357,45,56,20,170,408,912,1123,25,2021,Vermont,VT
1634,1228,1053,701,255,115,25,23,214,523,781,1163,25,2022,Vermont,VT
1159,1167,1068,580,403,111,10,81,139,402,952,1035,25,2023,Vermont,VT
1279,1062,956,670,232,54,4,55,157,513,784,1269,25,2024,Vermont,VT
1467,1303,960,661,343,61,11,74,182,511,929,1416,25,2025,Vermont,VT
920,653,542,414,194,16,0,1,49,283,632,824,25,1997,Virginia,VA
743,651,595,273,69,5,0,0,7,245,517,682,25,1998,Virginia,VA
810,699,694,279,107,6,0,0,49,320,402,777,25,1999,Virginia,VA
956,656,480,325,67,2,1,1,58,237,636,1073,25,2000,Virginia,VA
949,676,707,260,114,5,1,0,66,287,402,663,25,2001,Virginia,VA
779,671,571,224,126,2,0,0,21,253,590,901,25,2002,Virginia,VA
1054,861,547,316,143,16,0,0,43,306,395,858,25,2003,Virginia,VA
1035,806,541,284,29,7,0,2,30,260,462,814,25,2004,Virginia,VA
860,723,723,294,178,3,0,0,14,222,474,922,25,2005,Virginia,VA
700,763,581,223,141,7,0,0,67,324,471,666,25,2006,Virginia,VA
771,935,519,347,85,2,1,0,20,122,552,740,25,2007,Virginia,VA
881,695,559,267,146,1,0,2,29,312,609,768,25,2008,Virginia,VA
1015,726,624,281,92,5,3,0,45,295,453,897,25,2009,Virginia,VA
984,917,526,198,61,0,0,0,16,223,553,1061,25,2010,Virginia,VA
1021,677,591,213,74,1,0,0,29,289,454,689,25,2011,Virginia,VA
805,643,327,289,45,9,0,0,40,263,660,680,25,2012,Virginia,VA
821,792,759,265,119,2,0,3,50,235,625,763,25,2013,Virginia,VA
1093,794,765,304,76,1,1,4,31,225,663,752,25,2014,Virginia,VA
977,1015,667,276,46,1,0,1,19,276,408,478,25,2015,Virginia,VA
976,739,421,302,135,2,0,0,7,188,499,796,25,2016,Virginia,VA
777,528,599,151,108,5,0,1,35,165,559,861,25,2017,Virginia,VA
1012,567,741,372,25,1,0,0,6,198,622,778,25,2018,Virginia,VA
890,661,650,203,34,6,0,0,5,168,642,733,25,2019,Virginia,VA
754,623,424,347,155,4,0,0,48,203,397,808,25,2020,Virginia,VA
877,794,509,281,120,2,0,0,25,126,597,596,25,2021,Virginia,VA
995,679,501,297,79,2,0,0,31,333,465,851,25,2022,Virginia,VA
687,534,547,212,144,23,0,0,26,203,565,691,25,2023,Virginia,VA
848,628,472,211,56,1,0,0,31,217,405,809,25,2024,Virginia,VA
1050,709,443,193,85,1,0,3,30,260,518,880,25,2025,Virginia,VA
879,720,697,537,263,207,94,44,146,481,613,838,25,1997,Washington,WA
834,630,633,498,333,175,37,53,121,458,637,894,25,1998,Washington,WA
805,708,708,554,448,244,126,72,204,486,606,799,25,1999,Washington,WA
899,697,699,461,376,180,97,107,212,467,798,900,25,2000,Washington,WA
842,776,670,560,338,254,119,76,183,508,633,861,25,2001,Washington,WA
839,727,796,536,416,158,75,85,198,509,631,786,25,2002,Washington,WA
723,715,635,527,363,131,47,62,144,371,796,846,25,2003,Washington,WA
891,682,590,414,310,131,41,42,230,428,685,794,25,2004,Washington,WA
845,711,576,476,258,206,76,59,240,416,744,887,25,2005,Washington,WA
745,760,692,503,326,145,55,88,171,478,719,872,25,2006,Washington,WA
945,684,624,519,340,213,52,96,227,513,730,894,25,2007,Washington,WA
960,700,755,639,337,257,97,81,201,496,601,1010,25,2008,Washington,WA
919,759,798,546,348,139,35,75,152,515,669,1005,25,2009,Washington,WA
711,618,636,529,434,247,92,88,192,436,762,832,25,2010,Washington,WA
854,816,703,651,449,245,134,82,126,471,767,906,25,2011,Washington,WA
899,714,751,494,378,271,95,58,165,459,654,852,25,2012,Washington,WA
946,698,661,528,303,155,60,50,154,514,712,970,25,2013,Washington,WA
818,826,645,487,270,180,41,37,132,318,714,788,25,2014,Washington,WA
756,560,534,499,252,69,27,47,229,331,748,837,25,2015,Washington,WA
824,597,603,346,258,149,85,52,220,437,543,1012,25,2016,Washington,WA
1020,793,685,525,298,159,65,30,130,486,684,919,25,2017,Washington,WA
762,783,701,507,217,182,36,47,210,463,649,825,25,2018,Washington,WA
793,947,719,482,247,160,82,51,190,576,700,803,25,2019,Washington,WA
793,716,736,493,294,195,84,68,111,435,690,801,25,2020,Washington,WA
798,799,704,472,342,78,45,57,184,494,632,957,25,2021,Washington,WA
871,749,636,619,439,184,39,21,108,308,828,986,25,2022,Washington,WA
813,778,745,572,192,150,45,30,180,410,694,728,25,2023,Washington,WA
883,670,647,514,365,190,28,64,129,426,672,765,25,2024,Washington,WA
899,803,624,458,318,140,46,33,100,460,597,715,25,2025,Washington,WA
1051,735,622,530,305,37,2,18,105,373,738,919,25,1997,West Virginia,WV
829,710,676,363,110,25,3,2,33,321,613,811,25,1998,West Virginia,WV
937,790,855,310,159,18,0,7,90,379,514,906,25,1999,West Virginia,WV
1085,713,575,403,120,14,13,11,93,296,722,1211,25,2000,West Virginia,WV
1091,746,841,301,157,27,12,2,110,376,499,764,25,2001,West Virginia,WV
914,775,674,314,226,13,1,2,35,322,697,985,25,2002,West Virginia,WV
1210,957,611,333,182,57,3,2,88,393,502,977,25,2003,West Virginia,WV
1150,887,611,374,73,29,3,16,57,304,529,932,25,2004,West Virginia,WV
933,797,834,342,267,12,1,1,37,305,585,1070,25,2005,West Virginia,WV
781,879,722,272,228,39,2,1,122,417,578,778,25,2006,West Virginia,WV
897,1132,568,442,118,18,10,0,39,189,644,848,25,2007,West Virginia,WV
1044,847,701,306,246,15,5,17,47,393,733,915,25,2008,West Virginia,WV
1164,854,640,366,152,23,22,3,75,412,528,999,25,2009,West Virginia,WV
1139,1040,647,275,112,5,1,1,57,325,643,1206,25,2010,West Virginia,WV
1160,782,676,291,137,16,0,2,64,382,531,808,25,2011,West Virginia,WV
919,751,389,386,74,29,0,6,81,363,748,786,25,2012,West Virginia,WV
953,900,864,348,164,18,2,14,82,311,738,885,25,2013,West Virginia,WV
1271,946,852,344,143,13,10,13,70,333,796,825,25,2014,West Virginia,WV
1111,1167,763,345,90,10,2,9,39,332,484,577,25,2015,West Virginia,WV
1142,824,505,346,187,16,1,0,20,241,567,898,25,2016,West Virginia,WV
837,624,687,225,157,28,2,12,70,235,639,980,25,2017,West Virginia,WV
1163,645,817,506,49,13,2,2,15,295,737,865,25,2018,West Virginia,WV
1009,735,759,296,82,29,1,3,16,233,758,813,25,2019,West Virginia,WV
844,750,530,466,227,24,0,2,77,296,512,937,25,2020,West Virginia,WV
990,931,584,393,207,17,2,1,57,189,705,683,25,2021,West Virginia,WV
1153,820,619,413,119,20,1,2,76,440,590,937,25,2022,West Virginia,WV
796,646,666,323,214,61,1,6,59,285,659,765,25,2023,West Virginia,WV
1000,661,552,268,89,13,1,2,44,294,490,892,25,2024,West Virginia,WV
1250,811,550,295,166,6,0,9,53,321,639,951,25,2025,West Virginia,WV
1573,1169,1033,682,463,66,29,85,159,495,988,1157,25,1997,Wisconsin,WI
1297,892,975,535,175,84,16,23,82,446,765,1132,25,1998,Wisconsin,WI
1554,996,983,528,232,63,4,55,182,534,702,1238,25,1999,Wisconsin,WI
1440,1037,767,623,249,93,32,35,169,401,924,1666,25,2000,Wisconsin,WI
1371,1295,1083,493,253,83,13,18,201,527,604,1091,25,2001,Wisconsin,WI
1195,1015,1144,603,415,53,3,32,102,628,937,1203,25,2002,Wisconsin,WI
1517,1342,1043,638,348,106,24,17,156,520,872,1165,25,2003,Wisconsin,WI
1591,1178,886,565,337,114,37,103,89,471,780,1294,25,2004,Wisconsin,WI
1470,1058,1101,496,365,23,12,26,72,438,845,1413,25,2005,Wisconsin,WI
1078,1223,983,458,274,77,5,30,215,632,789,1116,25,2006,Wisconsin,WI
1300,1435,880,638,208,49,18,25,115,333,906,1394,25,2007,Wisconsin,WI
1472,1377,1146,593,383,71,19,44,125,520,892,1527,25,2008,Wisconsin,WI
1727,1180,1013,628,291,90,74,65,125,640,701,1357,25,2009,Wisconsin,WI
1472,1192,840,431,232,61,6,13,190,431,830,1428,25,2010,Wisconsin,WI
1542,1242,1075,660,336,82,2,28,201,441,788,1126,25,2011,Wisconsin,WI
1290,1019,556,577,191,40,1,36,182,565,865,1129,25,2012,Wisconsin,WI
1405,1282,1209,732,283,86,20,37,130,513,959,1533,25,2013,Wisconsin,WI
1746,1533,1272,687,293,58,52,39,179,532,1109,1179,25,2014,Wisconsin,WI
1469,1538,1029,570,261,95,27,49,61,451,715,949,25,2015,Wisconsin,WI
1433,1112,833,635,279,57,13,18,81,397,653,1339,25,2016,Wisconsin,WI
1319,965,1011,500,351,57,20,72,98,395,929,1379,25,2017,Wisconsin,WI
1449,1258,1032,890,160,57,15,24,111,581,1057,1163,25,2018,Wisconsin,WI
1524,1336,1137,625,382,97,6,52,95,560,1050,1161,25,2019,Wisconsin,WI
1254,1201,888,685,333,50,4,27,188,655,712,1189,25,2020,Wisconsin,WI
1326,1453,825,550,297,25,17,19,106,315,879,1122,25,2021,Wisconsin,WI
1621,1284,1003,721,240,60,16,33,127,511,814,1317,25,2022,Wisconsin,WI
1207,1122,1037,572,272,61,19,32,84,429,854,958,25,2023,Wisconsin,WI
1319,883,851,538,222,53,20,32,76,361,727,1211,25,2024,Wisconsin,WI
1491,1271,845,614,332,47,9,44,100,368,842,1390,25,2025,Wisconsin,WI
1403,1171,964,910,465,174,80,83,256,659,1065,1325,25,1997,Wyoming,WY
1275,1045,1110,745,430,356,33,59,173,657,922,1324,25,1998,Wyoming,WY
1222,999,920,836,540,244,56,65,404,600,755,1193,25,1999,Wyoming,WY
1234,968,950,662,406,207,34,38,312,652,1332,1405,25,2000,Wyoming,WY
1331,1238,991,696,414,174,32,35,214,657,894,1312,25,2001,Wyoming,WY
1346,1146,1228,721,513,146,23,101,283,840,1037,1204,25,2002,Wyoming,WY
1118,1230,1000,645,450,266,17,32,350,535,1167,1211,25,2003,Wyoming,WY
1316,1136,861,666,456,252,77,138,308,638,1000,1185,25,2004,Wyoming,WY
1215,1039,980,722,509,232,36,99,267,596,928,1341,25,2005,Wyoming,WY
1136,1198,1056,621,409,124,21,72,387,732,975,1248,25,2006,Wyoming,WY
1471,1106,822,723,414,154,15,46,271,616,932,1425,25,2007,Wyoming,WY
1471,1137,1095,847,542,252,43,74,353,663,866,1401,25,2008,Wyoming,WY
1259,1037,1029,787,444,277,93,119,236,911,901,1537,25,2009,Wyoming,WY
1296,1206,937,749,618,226,68,78,254,532,1067,1240,25,2010,Wyoming,WY
1351,1291,988,804,624,249,45,47,257,607,1048,1334,25,2011,Wyoming,WY
1204,1166,756,581,436,120,21,43,226,703,866,1295,25,2012,Wyoming,WY
1353,1166,1023,896,437,157,36,43,229,775,985,1416,25,2013,Wyoming,WY
1270,1255,990,737,449,252,50,105,269,538,1108,1222,25,2014,Wyoming,WY
1200,1013,826,692,544,120,86,73,184,483,1046,1316,25,2015,Wyoming,WY
1279,954,921,685,517,106,48,88,276,538,807,1459,25,2016,Wyoming,WY
1448,1010,796,722,475,175,28,88,310,716,874,1253,25,2017,Wyoming,WY
1209,1256,984,742,359,162,40,85,233,728,1068,1311,25,2018,Wyoming,WY
1294,1315,1156,698,627,240,55,64,239,928,1029,1261,25,2019,Wyoming,WY
1236,1224,962,808,437,178,51,33,278,723,918,1221,25,2020,Wyoming,WY
1258,1323,998,793,487,91,19,75,212,628,822,1159,25,2021,Wyoming,WY
1267,1214,1004,837,536,191,26,37,181,611,1168,1369,25,2022,Wyoming,WY
1383,1229,1247,835,361,237,52,68,229,657,922,1119,25,2023,Wyoming,WY
1371,1009,984,689,544,129,49,57,172,478,1015,1076,25,2024,Wyoming,WY
1474,1175,897,729,429,156,39,55,215,602,805,987,25,2025,Wyoming,WY
9,9,63,15,107,257,458,376,281,59,1,1,26,1997,Alabama,AL
16,5,13,31,256,449,506,450,361,117,23,12,26,1998,Alabama,AL
20,12,13,102,158,340,475,507,248,67,14,3,26,1999,Alabama,AL
11,13,43,22,266,360,505,486,258,84,4,0,26,2000,Alabama,AL
3,14,9,67,181,312,442,407,206,35,28,9,26,2001,Alabama,AL
14,2,19,88,167,355,467,449,356,132,2,2,26,2002,Alabama,AL
2,3,33,48,203,298,407,441,238,66,24,1,26,2003,Alabama,AL
6,2,43,28,241,340,423,335,255,146,21,1,26,2004,Alabama,AL
20,11,14,27,130,336,465,473,345,70,13,1,26,2005,Alabama,AL
26,2,26,112,174,373,511,530,224,48,4,7,26,2006,Alabama,AL
13,2,53,21,201,405,424,596,324,113,6,13,26,2007,Alabama,AL
4,5,20,42,170,397,458,405,278,51,3,8,26,2008,Alabama,AL
9,3,31,29,197,416,391,392,287,58,4,1,26,2009,Alabama,AL
2,0,9,58,248,462,537,552,336,75,12,0,26,2010,Alabama,AL
3,6,35,79,165,470,509,505,207,36,11,6,26,2011,Alabama,AL
23,14,111,71,260,350,512,397,233,51,2,11,26,2012,Alabama,AL
22,4,4,35,128,376,382,385,288,86,3,4,26,2013,Alabama,AL
1,3,11,38,172,372,376,430,324,89,1,8,26,2014,Alabama,AL
5,0,36,84,212,408,501,415,272,88,29,36,26,2015,Alabama,AL
4,6,50,52,174,419,517,505,395,150,22,9,26,2016,Alabama,AL
33,25,39,107,165,314,472,410,241,98,12,3,26,2017,Alabama,AL
2,40,21,17,289,415,472,440,417,127,2,5,26,2018,Alabama,AL
12,28,19,50,274,373,473,470,442,132,2,12,26,2019,Alabama,AL
21,9,90,36,141,343,480,457,265,116,27,2,26,2020,Alabama,AL
13,3,48,30,150,342,431,450,256,126,4,36,26,2021,Alabama,AL
6,7,32,42,258,441,512,432,252,43,11,6,26,2022,Alabama,AL
28,30,43,48,176,335,483,506,307,91,9,5,26,2023,Alabama,AL
5,14,37,62,275,415,500,480,306,113,47,5,26,2024,Alabama,AL
2,14,38,98,209,384,518,397,311,97,14,4,26,2025,Alabama,AL
0,7,75,94,421,466,655,653,528,146,23,0,26,1997,Arizona,AZ
0,0,16,42,183,407,698,683,483,146,19,0,26,1998,Arizona,AZ
4,12,37,47,255,497,605,621,465,247,60,0,26,1999,Arizona,AZ
6,14,27,167,406,575,705,640,520,128,0,0,26,2000,Arizona,AZ
0,4,32,95,413,576,662,642,538,229,47,0,26,2001,Arizona,AZ
0,9,22,167,280,607,715,656,490,135,32,0,26,2002,Arizona,AZ
14,7,24,72,318,529,760,668,509,315,11,0,26,2003,Arizona,AZ
0,0,116,112,333,524,666,606,437,136,7,0,26,2004,Arizona,AZ
4,8,19,96,318,508,741,601,475,198,36,0,26,2005,Arizona,AZ
4,12,16,110,372,645,739,611,380,154,40,0,26,2006,Arizona,AZ
0,9,67,121,336,564,709,689,487,201,66,0,26,2007,Arizona,AZ
0,6,39,114,211,588,672,635,485,205,43,0,26,2008,Arizona,AZ
6,9,47,95,406,459,760,668,496,129,43,0,26,2009,Arizona,AZ
4,7,17,78,199,523,722,653,531,196,12,0,26,2010,Arizona,AZ
